Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0158.b6.txt,0.14810562571756603,0.12629161882893225,0.07692307692307693,0.0642939150401837,2,0,0
0318.b6.txt,0.1787109375,0.0947265625,0.083984375,0.046875,3,0,0
0151.b6.txt,0.1483790523690773,0.13466334164588528,0.06733167082294264,0.05486284289276808,3,0,0
0137.b6.txt,0.17264276228419656,0.1248339973439575,0.09163346613545817,0.05312084993359894,1,0,0
0238.b6.txt,0.1392,0.1376,0.08,0.0368,2,0,0
0185.b6.txt,0.16142857142857142,0.13,0.07428571428571429,0.045714285714285714,2,0,0
0219.b6.txt,0.17062937062937064,0.13146853146853146,0.05454545454545454,0.03776223776223776,3,0,0
0198.b6.txt,0.15195369030390737,0.12011577424023155,0.07091172214182344,0.04486251808972504,3,0,0
0157.b6.txt,0.12362637362637363,0.1346153846153846,0.06868131868131869,0.06318681318681318,2,0,0
0107.b6.txt,0.16899618805590852,0.12452350698856417,0.08894536213468869,0.04193138500635324,2,0,0
0178.b6.txt,0.17350157728706625,0.11041009463722397,0.0935856992639327,0.054679284963196635,3,0,0
0223.b6.txt,0.17100371747211895,0.12391573729863693,0.06567534076827757,0.061957868649318466,2,0,0
