Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
2018.a4.txt,0.1711065573770492,0.10245901639344263,0.07377049180327869,0.0430327868852459,9,0,3
0103.a4.txt,0.1012216404886562,0.11867364746945899,0.04304828388598022,0.029086678301337987,12,1,7
0205.a4.txt,0.143317230273752,0.10628019323671498,0.04669887278582931,0.04589371980676329,13,0,2
1036.a4.txt,0.1621315192743764,0.11678004535147392,0.05555555555555555,0.048752834467120185,11,0,4
0171.a4.txt,0.14454277286135694,0.09931170108161258,0.06096361848574238,0.035398230088495575,9,0,5
1121.a4.txt,0.1564748201438849,0.10701438848920863,0.05845323741007194,0.04946043165467626,8,0,2
0235.a4.txt,0.14361140443505807,0.11510031678986272,0.0675818373812038,0.028511087645195353,6,0,3
0176.a4.txt,0.1575408261287224,0.09702209414024976,0.06243996157540826,0.052833813640730067,10,0,3
0199.a4.txt,0.16685082872928178,0.09281767955801105,0.07403314917127071,0.039779005524861875,10,0,2
2015.a4.txt,0.15828877005347594,0.10481283422459893,0.06417112299465241,0.045989304812834225,8,1,3
0128.a4.txt,0.1861648016276704,0.11495422177009156,0.04984740590030519,0.038657171922685654,2,1,1
2072.a4.txt,0.1702127659574468,0.11702127659574468,0.06382978723404255,0.048355899419729204,7,1,4
1112.a4.txt,0.14818355640535372,0.11376673040152964,0.058317399617590825,0.05449330783938815,9,0,0
0115.a4.txt,0.1859185918591859,0.08690869086908691,0.06820682068206821,0.0517051705170517,3,1,4
4034.a4.txt,0.1384928716904277,0.1364562118126273,0.062118126272912425,0.054989816700611,5,0,2
1012.a4.txt,0.1736111111111111,0.09722222222222222,0.07837301587301587,0.034722222222222224,7,0,2
2056.a4.txt,0.13283442469597756,0.1253507951356408,0.06454630495790459,0.05519176800748363,7,0,0
0130.a4.txt,0.16620752984389348,0.09550045913682277,0.049586776859504134,0.047750229568411386,8,0,4
1043.a4.txt,0.13418217433888344,0.10773751224289912,0.07639569049951028,0.04995102840352596,9,0,0
2048.a4.txt,0.1694915254237288,0.10323574730354391,0.07164869029275808,0.031587057010785825,9,0,2
0149.a4.txt,0.13927077106993424,0.11655708308427974,0.06993424985056784,0.032277346084877465,7,1,1
1104.a4.txt,0.16221562809099901,0.09990108803165183,0.06627101879327399,0.036597428288822946,7,0,1
0110.a4.txt,0.17511520737327188,0.11635944700460829,0.06336405529953917,0.03225806451612903,1,1,2
2036.a4.txt,0.1201923076923077,0.12211538461538461,0.06153846153846154,0.04230769230769231,4,0,0
2042.a4.txt,0.1466275659824047,0.10752688172043011,0.06647116324535679,0.02737047898338221,10,0,0
0137.a4.txt,0.17472527472527472,0.0989010989010989,0.056043956043956046,0.03736263736263736,6,0,2
1076.a4.txt,0.1662269129287599,0.10817941952506596,0.05716798592788039,0.029023746701846966,6,1,3
2038.a4.txt,0.17481789802289283,0.09781477627471384,0.05931321540062435,0.043704474505723206,6,0,2
2062.a4.txt,0.12246865959498554,0.12054001928640308,0.06075216972034716,0.044358727097396335,6,0,1
1060.a4.txt,0.16579770594369134,0.09384775808133472,0.09906152241918666,0.03336809176225235,4,0,1
2012.a4.txt,0.16473509933774835,0.10182119205298014,0.06374172185430464,0.028973509933774833,9,0,1
1090.a4.txt,0.1494149414941494,0.1116111611161116,0.0702070207020702,0.041404140414041404,6,1,1
0165.a4.txt,0.1897018970189702,0.1011743450767841,0.03884372177055104,0.03974706413730804,9,1,2
1018.a4.txt,0.1488673139158576,0.11974110032362459,0.06472491909385113,0.042071197411003236,10,1,3
2071.a4.txt,0.11840562719812427,0.11371629542790153,0.05627198124267292,0.04572098475967175,10,0,0
0169.a4.txt,0.1444082519001086,0.13029315960912052,0.07166123778501629,0.038002171552660155,3,0,1
2039.a4.txt,0.17025257249766138,0.09635173058933583,0.0608044901777362,0.04864359214218896,8,0,2
1005.a4.txt,0.15638207945900254,0.09974640743871513,0.04818258664412511,0.037193575655114115,9,0,3
0139.a4.txt,0.1373873873873874,0.08333333333333333,0.07882882882882883,0.030405405405405407,7,0,2
0175.a4.txt,0.15592515592515593,0.10706860706860707,0.06860706860706861,0.04054054054054054,8,0,1
2058.a4.txt,0.15359477124183007,0.09313725490196079,0.09068627450980392,0.0392156862745098,10,0,3
2011.a4.txt,0.18292682926829268,0.09380863039399624,0.07223264540337711,0.038461538461538464,8,0,2
4030.a4.txt,0.13432835820895522,0.13432835820895522,0.049440298507462684,0.05317164179104478,5,0,3
3037.a4.txt,0.1426014319809069,0.11217183770883055,0.06145584725536993,0.041766109785202864,17,0,9
4045.a4.txt,0.14857142857142858,0.10761904761904761,0.05523809523809524,0.05619047619047619,5,0,0
2024.a4.txt,0.13969849246231156,0.12361809045226131,0.05728643216080402,0.04723618090452261,10,0,1
0213.a4.txt,0.1787190082644628,0.10640495867768596,0.047520661157024795,0.049586776859504134,5,1,1
1072.a4.txt,0.15780866721177433,0.09239574816026165,0.07440719542109567,0.04006541291905151,5,0,1
2035.a4.txt,0.14645974781765275,0.11542192046556742,0.038797284190106696,0.04364694471387003,3,1,2
0200.a4.txt,0.14494264859228362,0.12825860271115747,0.06047966631908238,0.06465067778936393,5,0,2
2064.a4.txt,0.14087513340448238,0.12059765208110992,0.05336179295624333,0.03415154749199573,7,0,0
3062.a4.txt,0.17435897435897435,0.09658119658119659,0.07692307692307693,0.04700854700854701,6,0,5
2032.a4.txt,0.15777439024390244,0.10442073170731707,0.051829268292682924,0.039634146341463415,8,0,1
2000.a4.txt,0.18041237113402062,0.09381443298969072,0.06391752577319587,0.041237113402061855,6,0,1
1099.a4.txt,0.14634146341463414,0.11707317073170732,0.06536585365853659,0.023414634146341463,8,0,1
1100.a4.txt,0.14389989572471323,0.1105318039624609,0.06047966631908238,0.04171011470281543,6,1,5
0216.a4.txt,0.14163090128755365,0.12703862660944207,0.04721030042918455,0.02832618025751073,8,0,6
0108.a4.txt,0.14636363636363636,0.13454545454545455,0.05545454545454546,0.04181818181818182,7,0,3
0134.a4.txt,0.13063909774436092,0.09962406015037593,0.07988721804511278,0.03571428571428571,5,0,1
2007.a4.txt,0.13911290322580644,0.11189516129032258,0.05040322580645161,0.047379032258064516,7,1,3
